0.000	0.139	4.0
0.139	16.068	3.0
16.068	241.255	3.0
241.255	400.684	1.0
400.684	404.538	0.0
404.538	421.535	0.0
421.535	477.542	1.0
477.542	540.468	1.0
540.468	541.582	1.0
541.582	547.805	1.0
547.805	549.013	1.0
549.013	669.849	1.0
669.849	674.307	1.0
674.307	688.100	1.0
688.100	768.906	1.0
768.906	781.259	1.0
781.259	787.946	1.0
787.946	800.067	1.0
800.067	825.237	1.0
825.237	901.445	1.0
901.445	909.804	1.0
909.804	917.420	1.0
917.420	930.238	1.0
930.238	980.254	1.0
980.254	993.582	1.0
993.582	1005.053	1.0
1005.053	1020.517	1.0
1020.517	1026.183	3.0
1026.183	1208.877	1.0
1208.877	1219.698	0.0
1219.698	1236.973	0.0
1236.973	1242.500	3.0
1242.500	1246.865	0.0
1246.865	1252.856	3.0
1252.856	1266.045	0.0
1266.045	1279.466	0.0
1279.466	1287.686	3.0
1287.686	1306.912	0.0
1306.912	1307.980	0.0
1307.980	1313.924	0.0
1313.924	1320.472	3.0
1320.472	1330.828	1.0
1330.828	1344.342	0.0
1344.342	1354.141	3.0
1354.141	1387.532	1.0
1387.532	1401.278	0.0
1401.278	1416.603	1.0
1416.603	1416.621	4.0
