0.000	351.364	4.0
351.364	375.142	0.0
375.142	404.910	0.0
404.910	440.947	0.0
440.947	484.693	0.0
484.693	578.409	0.0
578.409	646.769	0.0
646.769	658.332	0.0
658.332	677.465	0.0
677.465	721.769	0.0
721.769	731.429	0.0
731.429	742.481	3.0
742.481	810.794	0.0
810.794	833.411	0.0
833.411	875.253	0.0
875.253	897.683	0.0
897.683	942.359	0.0
942.359	959.634	0.0
959.634	969.201	2.0
969.201	999.991	0.0
999.991	1016.198	0.0
1016.198	1023.954	0.0
1023.954	1030.827	0.0
1030.827	1044.108	0.0
1044.108	1246.076	0.0
1246.076	1260.008	0.0
1260.008	1278.630	0.0
1278.630	1315.550	0.0
1315.550	1330.132	0.0
1330.132	1367.191	0.0
1367.191	1375.968	0.0
1375.968	1431.185	0.0
1431.185	1471.170	0.0
1471.170	1533.399	0.0
1533.399	1572.920	0.0
1572.920	1603.570	0.0
1603.570	1707.828	0.0
1707.828	1718.462	0.0
1718.462	1725.010	0.0
1725.010	1742.054	0.0
1742.054	1768.803	0.0
1768.803	1781.249	0.0
1781.249	1787.890	0.0
1787.890	1794.020	0.0
1794.020	1794.670	0.0
1794.670	1798.803	0.0
1798.803	1833.215	0.0
1833.215	1847.937	0.0
1847.937	1888.015	0.0
1888.015	1894.795	0.0
1894.795	1942.071	0.0
1942.071	1960.043	0.0
1960.043	2039.734	0.0
2039.734	2050.926	0.0
2050.926	2104.657	0.0
2104.657	2117.613	0.0
2117.613	2170.416	1.0
2170.416	2170.452	4.0
