0.000	0.186	4.0
0.186	5.851	1.0
5.851	14.211	1.0
14.211	21.641	1.0
21.641	39.845	2.0
39.845	227.741	3.0
227.741	243.066	3.0
243.066	254.955	3.0
254.955	261.039	1.0
261.039	285.513	1.0
285.513	287.509	0.0
287.509	300.513	0.0
300.513	308.082	0.0
308.082	365.157	0.0
365.157	371.287	0.0
371.287	406.628	1.0
406.628	492.449	0.0
492.449	495.467	0.0
495.467	523.564	0.0
523.564	529.369	2.0
529.369	536.381	1.0
536.381	564.941	2.0
564.941	568.657	2.0
568.657	642.914	2.0
642.914	678.162	0.0
678.162	728.085	1.0
728.085	746.243	2.0
746.243	852.915	0.0
852.915	861.135	0.0
861.135	976.956	3.0
976.956	1004.867	0.0
1004.867	1043.644	2.0
1043.644	1048.613	2.0
1048.613	1049.124	2.0
1049.124	1055.486	2.0
1055.486	1058.319	2.0
1058.319	1065.146	2.0
1065.146	1069.743	2.0
1069.743	1079.031	0.0
1079.031	1101.090	0.0
1101.090	1108.939	0.0
1108.939	1153.103	2.0
1153.103	1161.276	0.0
1161.276	1166.849	0.0
1166.849	1186.261	0.0
1186.261	1192.205	0.0
1192.205	1211.571	0.0
1211.571	1228.568	0.0
1228.568	1236.741	0.0
1236.741	1253.413	0.0
1253.413	1290.658	0.0
1290.658	1310.116	0.0
1310.116	1342.624	0.0
1342.624	1363.290	0.0
1363.290	1420.272	0.0
1420.272	1430.024	1.0
1430.024	1435.690	1.0
1435.690	1442.609	1.0
1442.609	1465.365	1.0
1465.365	1480.179	0.0
1480.179	1498.430	0.0
1498.430	1503.539	0.0
1503.539	1532.563	0.0
1532.563	1598.740	1.0
1598.740	1603.942	3.0
1603.942	1631.109	0.0
1631.109	1639.979	3.0
1639.979	1649.499	2.0
1649.499	1762.441	3.0
1762.441	1771.357	0.0
1771.357	1922.566	3.0
1922.566	1928.742	0.0
1928.742	1950.058	0.0
1950.058	1957.164	3.0
1957.164	1989.532	2.0
1989.532	2003.836	1.0
2003.836	2015.399	1.0
2015.399	2015.441	4.0
