0.000	0.325	4.0
0.325	11.192	0.0
11.192	19.923	0.0
19.923	27.307	0.0
27.307	43.607	1.0
43.607	52.059	0.0
52.059	59.164	0.0
59.164	68.360	0.0
68.360	69.381	0.0
69.381	79.134	0.0
79.134	92.044	0.0
92.044	106.533	0.0
106.533	110.991	0.0
110.991	123.669	0.0
123.669	150.047	0.0
150.047	156.549	3.0
156.549	163.283	1.0
163.283	168.438	0.0
168.438	183.902	0.0
183.902	214.042	0.0
214.042	226.952	0.0
226.952	230.853	0.0
230.853	286.581	0.0
286.581	298.098	0.0
298.098	330.048	0.0
330.048	341.983	1.0
341.983	347.278	0.0
347.278	351.689	0.0
351.689	376.674	0.0
376.674	389.538	0.0
389.538	399.151	0.0
399.151	405.095	0.0
405.095	408.532	0.0
408.532	418.424	0.0
418.424	424.321	0.0
424.321	429.476	0.0
429.476	432.123	0.0
432.123	444.476	0.0
444.476	454.693	0.0
454.693	459.709	0.0
459.709	473.687	0.0
473.687	481.117	0.0
481.117	484.647	2.0
484.647	492.913	2.0
492.913	539.818	0.0
539.818	544.461	1.0
544.461	613.936	1.0
613.936	663.719	0.0
663.719	672.403	0.0
672.403	733.286	0.0
733.286	740.763	0.0
740.763	748.472	0.0
748.472	754.974	0.0
754.974	769.138	1.0
769.138	775.454	1.0
775.454	804.804	0.0
804.804	811.027	0.0
811.027	920.253	0.0
920.253	937.204	0.0
937.204	937.222	4.0
