0.000	0.604	4.0
0.604	5.294	3.0
5.294	10.124	3.0
10.124	20.248	1.0
20.248	46.626	0.0
46.626	63.251	0.0
63.251	167.927	0.0
167.927	188.871	0.0
188.871	214.181	0.0
214.181	223.237	0.0
223.237	322.107	0.0
322.107	421.814	1.0
421.814	672.311	1.0
672.311	675.236	0.0
675.236	700.825	0.0
700.825	712.110	0.0
712.110	713.363	1.0
713.363	809.819	1.0
809.819	920.160	0.0
920.160	925.872	0.0
925.872	927.126	0.0
927.126	929.588	0.0
929.588	1092.731	0.0
1092.731	1110.053	2.0
1110.053	1112.375	1.0
1112.375	1112.420	4.0
