0.000	0.372	4.0
0.372	3.947	1.0
3.947	18.297	1.0
18.297	29.582	1.0
29.582	37.338	1.0
37.338	173.778	1.0
173.778	181.162	1.0
181.162	243.392	1.0
243.392	295.126	1.0
295.126	366.086	1.0
366.086	373.145	0.0
373.145	383.594	0.0
383.594	385.637	0.0
385.637	471.040	0.0
471.040	480.885	0.0
480.885	487.108	0.0
487.108	495.421	0.0
495.421	601.722	0.0
601.722	637.481	0.0
637.481	642.403	0.0
642.403	645.747	0.0
645.747	658.564	0.0
658.564	671.057	0.0
671.057	676.537	0.0
676.537	684.199	1.0
684.199	698.967	1.0
698.967	706.537	1.0
706.537	714.478	0.0
714.478	724.416	0.0
724.416	745.546	0.0
745.546	771.135	0.0
771.135	772.481	0.0
772.481	773.364	0.0
773.364	781.491	0.0
781.491	801.646	0.0
801.646	804.153	0.0
804.153	825.284	0.0
825.284	837.637	0.0
837.637	840.887	3.0
840.887	845.996	3.0
845.996	848.457	1.0
848.457	875.067	1.0
875.067	880.686	1.0
880.686	906.321	1.0
906.321	914.913	0.0
914.913	924.247	0.0
924.247	969.108	1.0
969.108	999.619	0.0
999.619	1050.657	0.0
1050.657	1076.338	0.0
1076.338	1076.756	0.0
1076.756	1078.056	0.0
1078.056	1090.316	0.0
1090.316	1099.465	0.0
1099.465	1116.090	0.0
1116.090	1136.199	0.0
1136.199	1141.911	0.0
1141.911	1201.168	0.0
1201.168	1211.571	0.0
1211.571	1242.128	0.0
1242.128	1242.134	4.0
